Korszak_Filter,Konfliktus_Filter,Terep_Filter,Matching_Categories_Sorted_String,Image_names,Categories_to_be_generated,Images-to-be-generated,Substring_Count
Modern Kor,Szíriai Polgárháború,Sztyeppe,Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Repülők|Terptárgyak|Terptárgyak|Terptárgyak|Ágyú löveg|Ágyú löveg|Ágyú löveg,helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|plane.png|howizer.png|howizer.png|howizer.png,Helikopterek|Raketa rendszerek|Repülők|Terptárgyak|Ágyú löveg|Raketa rendszerek,helicopter.png|Raketa rendszerek.png|plane.png|howizer.png|Raketa rendszerek.png,5
Modern Kor,Szíriai Polgárháború,Tundra/Havas Táj,Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Karakterek|Karakterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Repülők|Terptárgyak|Terptárgyak|Terptárgyak|Ágyú löveg|Ágyú löveg,helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|katona.png|katona.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|plane.png|howizer.png|howizer.png,Helikopterek|Karakterek|Raketa rendszerek|Repülők|Terptárgyak|Ágyú löveg,helicopter.png|katona.png|Raketa rendszerek.png|plane.png|howizer.png,5
Modern Kor,Szíriai Polgárháború,Városi Harc,Harcjármű|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Terptárgyak|Terptárgyak|Terptárgyak|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Helikopterek|Raketa rendszerek|Repülők|Terptárgyak|Ágyú löveg,tank.png|helicopter.png|Raketa rendszerek.png|plane.png|howizer.png,5
Modern Kor,Szíriai Polgárháború,Vízközeli,Raketa rendszerek|Repülő modellek|Repülő modellek|Repülők,Raketa rendszerek.png|plane.png|plane.png|plane.png,Raketa rendszerek|Repülő modellek|Repülő modellek|Repülők,Raketa rendszerek.png|plane.png|plane.png|plane.png,4
Modern Kor,Vietnámi Háború,Dzsungel/Trópusi Erdő,Harcjármű|Helikopter modellek|Helikopter modellek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Karakterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Helikopter modellek|Helikopterek|Karakterek|Raketa rendszerek|Repülők,tank.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|plane.png,6
Modern Kor,Vietnámi Háború,Hegyi Terep,Helikopter modellek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Karakterek|Raketa rendszerek|Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Helikopter modellek|Helikopterek|Karakterek|Raketa rendszerek|Repülők|Ágyú löveg,helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|plane.png|howizer.png,6
Modern Kor,Vietnámi Háború,Mérsékelt Övi Síkság/Dombvidék,Harcjármű|Helikopter modellek|Helikopter modellek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Karakterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Helikopter modellek|Helikopterek|Karakterek|Raketa rendszerek|Repülők,tank.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|plane.png,6
Modern Kor,Vietnámi Háború,Sivatag,Harcjármű|Helikopter modellek|Helikopter modellek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Karakterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Helikopter modellek|Helikopterek|Karakterek|Raketa rendszerek|Repülők,tank.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|plane.png,6
Modern Kor,Vietnámi Háború,Sztyeppe,Helikopter modellek|Helikopterek|Helikopterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,helicopter.png|helicopter.png|helicopter.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Helikopter modellek|Helikopterek|Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg,helicopter.png|helicopter.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png,6
Modern Kor,Vietnámi Háború,Tundra/Havas Táj,Helikopterek|Helikopterek|Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,helicopter.png|helicopter.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png,Helikopterek|Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg,helicopter.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png,6
Modern Kor,Vietnámi Háború,Városi Harc,Harcjármű|Helikopter modellek|Helikopter modellek|Helikopterek|Helikopterek|Karakterek|Raketa rendszerek|Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Helikopter modellek|Helikopterek|Karakterek|Raketa rendszerek|Repülők,tank.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|plane.png,6
Modern Kor,Vietnámi Háború,Vízközeli,Helikopterek|Helikopterek|Helikopterek|Repülők,helicopter.png|helicopter.png|helicopter.png|plane.png,Helikopterek|Helikopterek|Helikopterek|Repülők,helicopter.png|helicopter.png|helicopter.png|plane.png,4
Modern Kor,Öbölháború (első),Dzsungel/Trópusi Erdő,Harcjármű|Helikopter modellek|Helikopter modellek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Karakterek|Raketa rendszerek|Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png,Harcjármű|Helikopter modellek|Helikopterek|Karakterek|Raketa rendszerek|Repülők,tank.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|plane.png,6
Modern Kor,Öbölháború (első),Partraszállás/Vízközeli,Hajók|Hajók|Harcjármű modellek|Harcjármű modellek|Harcjármű modellek|Raketa rendszerek|Építési kellékek|Épületek|Épületek,hajo.png|hajo.png|tank.png|tank.png|tank.png|Raketa rendszerek.png,Hajók|Harcjármű modellek|Raketa rendszerek|Építési kellékek|Épületek|Harcjármű modellek,hajo.png|tank.png|Raketa rendszerek.png|tank.png,4
Modern Kor,Öbölháború (első),Sztyeppe,Helikopter modellek|Helikopterek|Helikopterek|Helikopterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg,helicopter.png|helicopter.png|helicopter.png|helicopter.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png,Helikopter modellek|Helikopterek|Raketa rendszerek|Repülők|Ágyú löveg|Raketa rendszerek,helicopter.png|helicopter.png|Raketa rendszerek.png|plane.png|howizer.png|Raketa rendszerek.png,6
Modern Kor,Öbölháború (első),Tundra/Havas Táj,Helikopterek|Helikopterek|Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg,helicopter.png|helicopter.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png,Helikopterek|Helikopterek|Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg,helicopter.png|helicopter.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png,6
Modern Kor,Öbölháború (első),Városi Harc,Harcjármű|Harcjármű|Harcjármű|Harcjármű|Helikopter modellek|Helikopter modellek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Karakterek|Raketa rendszerek|Repülők|Terptárgyak|Ágyú löveg|Ágyú löveg|Ágyú löveg|Építési kellékek,tank.png|tank.png|tank.png|tank.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png,Harcjármű|Helikopter modellek|Helikopterek|Karakterek|Raketa rendszerek|Repülők,tank.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|plane.png,6
Második Világháború,Arab-Izraeli Háborúk,Dzsungel/Trópusi Erdő,Harcjármű|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,6
Második Világháború,Arab-Izraeli Háborúk,Hegyi Terep,Harcjármű|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|howizer.png|howizer.png|howizer.png|howizer.png,5
Második Világháború,Arab-Izraeli Háborúk,Mérsékelt Övi Síkság/Dombvidék,Harcjármű|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png,6
Második Világháború,Arab-Izraeli Háborúk,Sivatag,Harcjármű|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png,6
Második Világháború,Arab-Izraeli Háborúk,Sztyeppe,Harcjármű|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png,6
Második Világháború,Arab-Izraeli Háborúk,Tundra/Havas Táj,Harcjármű|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,6
Második Világháború,Arab-Izraeli Háborúk,Városi Harc,Harcjármű|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png,6
Második Világháború,Koreai Háború,Dzsungel/Trópusi Erdő,Harcjármű|Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Építési kellékek,tank.png|tank.png|katona.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Ágyú löveg|Építési kellékek|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png,5
Második Világháború,Koreai Háború,Hegyi Terep,Harcjármű|Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|tank.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Ágyú löveg|Karakterek|Karakterek|Karakterek,tank.png|katona.png|howizer.png|katona.png|katona.png|katona.png,6
Második Világháború,Koreai Háború,Mérsékelt Övi Síkság/Dombvidék,Hajók|Harcjármű|Harcjármű|Harcjármű|Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Építési kellékek,hajo.png|tank.png|tank.png|tank.png|tank.png|katona.png|katona.png|katona.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Hajók|Harcjármű|Karakterek|Ágyú löveg|Építési kellékek|Ágyú löveg,hajo.png|tank.png|katona.png|howizer.png|howizer.png,5
Második Világháború,Koreai Háború,Partraszállás/Vízközeli,Hajók|Hajók|Hajók|Harcjármű|Harcjármű modellek|Harcjármű modellek|Harcjármű modellek|Harcjármű modellek|Karakterek|Karakterek,hajo.png|hajo.png|hajo.png|tank.png|tank.png|tank.png|tank.png|tank.png|katona.png|katona.png,Hajók|Harcjármű|Harcjármű modellek|Karakterek|Harcjármű modellek|Harcjármű modellek,hajo.png|tank.png|tank.png|katona.png|tank.png|tank.png,6
Második Világháború,Koreai Háború,Sivatag,Harcjármű|Harcjármű|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Építési kellékek,tank.png|tank.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Ágyú löveg|Építési kellékek|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png,5
Második Világháború,Koreai Háború,Sztyeppe,Harcjármű|Harcjármű|Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|tank.png|tank.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png,6
Második Világháború,Koreai Háború,Tundra/Havas Táj,Hajók|Harcjármű|Harcjármű|Harcjármű|Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,hajo.png|tank.png|tank.png|tank.png|tank.png|katona.png|katona.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Hajók|Harcjármű|Karakterek|Ágyú löveg|Karakterek|Karakterek,hajo.png|tank.png|katona.png|howizer.png|katona.png|katona.png,6
Második Világháború,Koreai Háború,Városi Harc,Hajók|Harcjármű|Harcjármű|Harcjármű|Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Építési kellékek,hajo.png|tank.png|tank.png|tank.png|tank.png|katona.png|katona.png|katona.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Hajók|Harcjármű|Karakterek|Ágyú löveg|Építési kellékek|Ágyú löveg,hajo.png|tank.png|katona.png|howizer.png|howizer.png,5
